Q,QUARTER,COUNTRY,GDP_DEFLATOR,GDP_REAL,TAX,GOVT_CONS,PRIVATE_CONS,INV,SHORT_TERM_INTEREST_RATE
1961.25,1961Q1,CANADA,17.7,10168,,1646,6385,2308,3.6967
1961.5,1961Q2,CANADA,18.2,10392,,1671,6512,2349,3.53
1961.75,1961Q3,CANADA,18.6,10670,,1752,6676,2257,3.1367
1962,1962Q4,CANADA,18.9,9881,,1595,6115,2266,3.1067
1962.25,1962Q1,CANADA,19.4,10158,,1625,6273,2329,3.4022
1962.5,1962Q2,CANADA,19.5,10273,,1686,6348,2252,3.697
1962.75,1962Q3,CANADA,19.8,10487,,1680,6359,2529,5.6135
1963,1963Q4,CANADA,20.2,10733,,1724,6523,2430,4.5522
1963.25,1963Q1,CANADA,20.3,10834,,1760,6590,2447,4.1885
1963.5,1963Q2,CANADA,20.6,11055,,1780,6759,2440,3.6723
1963.75,1963Q3,CANADA,20.8,11237,,1834,6839,2587,4.0345
1964,1964Q4,CANADA,21.4,11694,,1875,6996,2716,4.1475
1964.25,1964Q1,CANADA,22,11966,,1953,7135,2884,4.144
1964.5,1964Q2,CANADA,22,12163,,1955,7188,2863,4.0627
1964.75,1964Q3,CANADA,22.3,12426,,1976,7365,2922,4.1875
1965,1965Q4,CANADA,22.4,12596,,2060,7493,2977,4.4433
1965.25,1965Q1,CANADA,23.1,13037,,2096,7573,3452,4.3922
1965.5,1965Q2,CANADA,23.3,13355,,2143,7826,3460,4.6603
1965.75,1965Q3,CANADA,23.6,13675,,2219,7992,3512,5.0987
1966,1966Q4,CANADA,24.2,14166,,2282,8234,3724,5.65
1966.25,1966Q1,CANADA,24.7,14643,,2401,8389,3925,6.0392
1966.5,1966Q2,CANADA,25.2,15135,,2508,8533,4248,6.1455
1966.75,1966Q3,CANADA,25.2,15333,,2619,8755,4031,6.3555
1967,1967Q4,CANADA,25.5,15626,,2737,8871,4053,6.485
1967.25,1967Q1,CANADA,25.4,15815,,2788,9008,3985,6.0145
1967.5,1967Q2,CANADA,26,16327,,2961,9295,3967,5.1595
1967.75,1967Q3,CANADA,26.1,16474,,3023,9395,3963,5.6808
1968,1968Q4,CANADA,26.2,16759,,3092,9670,3847,6.5338
1968.25,1968Q1,CANADA,26.4,17138,,3165,9899,3995,6.8385
1968.5,1968Q2,CANADA,27.1,17673,,3265,10035,4103,7.3117
1968.75,1968Q3,CANADA,27.5,18078,,3445,10316,4140,6.6852
1969,1969Q4,CANADA,27.9,18537,,3599,10565,4330,6.4385
1969.25,1969Q1,CANADA,28.2,19063,,3624,10873,4518,6.8985
1969.5,1969Q2,CANADA,28.4,19446,,3738,10995,4693,7.2647
1969.75,1969Q3,CANADA,28.7,19824,,3891,11213,4728,8.289
1970,1970Q4,CANADA,29.1,22352,,4415,12619,5344,8.7275
1970.25,1970Q1,CANADA,29.3,22865,,4670,12645,5146,8.6258
1970.5,1970Q2,CANADA,29.3,23071,,4910,12809,4998,7.6402
1970.75,1970Q3,CANADA,29.6,23549,,4898,13085,5291,7.3705
1971,1971Q4,CANADA,29.6,23751,,5031,13263,4953,6.179
1971.25,1971Q1,CANADA,29.5,24097,,5010,13289,5392,5.1132
1971.5,1971Q2,CANADA,30.3,25105,,5356,13918,5619,3.8525
1971.75,1971Q3,CANADA,31.2,25934,,5445,14363,5965,4.5928
1972,1972Q4,CANADA,31.5,26632,,5635,14833,6255,4.7187
1972.25,1972Q1,CANADA,31.4,27064,,5644,15051,6307,4.6053
1972.5,1972Q2,CANADA,32.3,28091,,5798,15577,6532,5.7618
1972.75,1972Q3,CANADA,32.4,28623,,6064,15970,6603,4.947
1973,1973Q4,CANADA,33.1,29846,,6359,16525,6533,5.078
1973.25,1973Q1,CANADA,34,31215,,6471,17205,7047,5.052
1973.5,1973Q2,CANADA,34.4,32538,,6578,17698,7620,6.3392
1973.75,1973Q3,CANADA,34.5,33663,,6794,18266,8332,8.2725
1974,1974Q4,CANADA,35.1,35664,,7267,18977,9060,9.5417
1974.25,1974Q1,CANADA,35.4,37356,,7505,19964,9449,9.0402
1974.5,1974Q2,CANADA,35.8,39022,,7940,20738,10041,11.1915
1974.75,1974Q3,CANADA,35.8,40596,,8557,21458,10417,11.6643
1975,1975Q4,CANADA,35.6,41332,,8927,21930,10786,10.3215
1975.25,1975Q1,CANADA,35.4,41893,,9188,22954,10622,7.3803
1975.5,1975Q2,CANADA,35.8,43437,,9824,23691,10625,7.2955
1975.75,1975Q3,CANADA,36.5,45582,,10417,24781,11087,8.2597
1976,1976Q4,CANADA,36.9,47133,,10424,25766,11730,9.1595
1976.25,1976Q1,CANADA,37.6,49072,,10665,26264,12631,9.2512
1976.5,1976Q2,CANADA,38.4,51567,,11472,27387,13010,9.5183
1976.75,1976Q3,CANADA,38.5,52116,,11177,27943,13033,9.3833
1977,1977Q4,CANADA,38.6,48411,,10946,26295,11507,8.9533
1977.25,1977Q1,CANADA,39.2,49975,,11218,26888,12198,7.9108
1977.5,1977Q2,CANADA,39.4,51085,,11646,27378,12451,7.354
1977.75,1977Q3,CANADA,39.6,52205,,11709,28452,12542,7.3367
1978,1978Q4,CANADA,40.2,53625,,11943,29215,12667,7.3702
1978.25,1978Q1,CANADA,40.6,54840,,12145,30045,12381,7.335
1978.5,1978Q2,CANADA,40.8,56511,,12420,30780,13161,8.2957
1978.75,1978Q3,CANADA,41.2,57995,,12702,31668,13568,8.8865
1979,1979Q4,CANADA,41.6,54803,,11962,29821,13142,10.3378
1979.25,1979Q1,CANADA,41.9,56532,,12274,30823,13626,11.0283
1979.5,1979Q2,CANADA,42.5,59191,,12633,31608,14964,11.2387
1979.75,1979Q3,CANADA,42.8,61021,,12852,32349,15187,11.6842
1980,1980Q4,CANADA,43.1,62901,,13170,33184,16079,13.8942
1980.25,1980Q1,CANADA,43.4,64533,,13613,34176,15407,14.2242
1980.5,1980Q2,CANADA,43.4,66085,,14154,34953,16265,13.5808
1980.75,1980Q3,CANADA,43.3,67650,,14717,36515,15176,10.785
1981,1981Q4,CANADA,43.9,70688,,15046,37888,16770,13.9258
1981.25,1981Q1,CANADA,44.9,74165,,15548,39200,19113,17.15
1981.5,1981Q2,CANADA,45.4,76665,,16063,40085,20698,18.4817
1981.75,1981Q3,CANADA,45,77671,,16888,40869,19588,20.7375
1982,1982Q4,CANADA,44.8,78464,,17199,41728,18252,17.1333
1982.25,1982Q1,CANADA,44.2,79793,,17721,42031,18343,15.3633
1982.5,1982Q2,CANADA,43.7,80524,,18281,42968,16111,16.0517
1982.75,1982Q3,CANADA,43.4,81158,,18846,43843,14812,14.8783
1983,1983Q4,CANADA,43,82009,,19390,44648,15185,11.2075
1983.25,1983Q1,CANADA,43.7,84008,,19076,45784,16710,9.6692
1983.5,1983Q2,CANADA,44.5,86626,,19801,46858,16695,9.3125
1983.75,1983Q3,CANADA,45,89367,,20218,48315,18532,9.3717
1984,1984Q4,CANADA,45.6,84089,,18914,45609,17594,9.51
1984.25,1984Q1,CANADA,46.4,86123,,19136,46566,18245,10.0058
1984.5,1984Q2,CANADA,47.3,88375,,19344,47373,18763,11.3017
1984.75,1984Q3,CANADA,47.5,89458,,19714,47938,18756,12.4892
1985,1985Q4,CANADA,48.2,84888,,18677,45594,17386,11.0917
1985.25,1985Q1,CANADA,49,86803,,19279,46715,17892,10.515
1985.5,1985Q2,CANADA,49.1,88456,,19581,47716,18906,9.8
1985.75,1985Q3,CANADA,49.7,89977,,19603,49012,20073,9.145
1986,1986Q4,CANADA,50.5,91926,,20306,49854,20039,8.9242
1986.25,1986Q1,CANADA,50.5,92609,,20446,50724,20981,10.97
1986.5,1986Q2,CANADA,50.8,93544,,20509,51562,20707,8.9417
1986.75,1986Q3,CANADA,50.8,94682,,20973,52882,19919,8.4442
1987,1987Q4,CANADA,50.5,102662,,22807,57625,21482,8.3958
1987.25,1987Q1,CANADA,51.6,106247,,23258,58823,22405,7.5125
1987.5,1987Q2,CANADA,52.3,109119,,23778,60304,23323,8.1108
1987.75,1987Q3,CANADA,53.1,111862,,23725,61255,25133,9.0458
1988,1988Q4,CANADA,53.8,124117,,26270,67799,29379,8.9692
1988.25,1988Q1,CANADA,54.6,127281,,26897,68820,30468,8.6175
1988.5,1988Q2,CANADA,55.1,129410,,27348,70493,29922,9.09
1988.75,1988Q3,CANADA,55.1,131540,,27865,71773,31203,9.9325
1989,1989Q4,CANADA,55.5,134181,,28232,73463,31206,10.8
1989.25,1989Q1,CANADA,56.1,136700,,28638,74473,31786,11.6867
1989.5,1989Q2,CANADA,56.3,139540,,29860,76703,33290,12.3965
1989.75,1989Q3,CANADA,56.5,141486,,30342,77400,33947,12.2815
1990,1990Q4,CANADA,56.4,141923,,30751,78438,33111,12.3423
1990.25,1990Q1,CANADA,56.9,144152,41766,31753,80363,32705,12.8147
1990.5,1990Q2,CANADA,56.7,144922,46249,32138,80183,32078,13.6975
1990.75,1990Q3,CANADA,56.3,145351,44526,33173,81156,29869,13.2287
1991,1991Q4,CANADA,55.8,158356,46787,37122,89396,31444,12.3443
1991.25,1991Q1,CANADA,55,157729,44903,37404,89435,31685,10.6145
1991.5,1991Q2,CANADA,55.2,159448,50034,38318,91545,29894,9.246
1991.75,1991Q3,CANADA,55.3,160181,48794,38423,92165,30748,8.6908
1992,1992Q4,CANADA,55.4,147233,47904,35820,84600,28477,7.8895
1992.25,1992Q1,CANADA,55.5,147918,45538,36111,85135,28179,7.3675
1992.5,1992Q2,CANADA,55.5,148905,45485,36278,85820,27665,6.5893
1992.75,1992Q3,CANADA,55.8,150346,45108,36631,86896,27846,5.2615
1993,1993Q4,CANADA,56.1,139872,43955,34458,80872,24309,7.49
1993.25,1993Q1,CANADA,56.5,141145,41708,34001,81592,24905,6.3325
1993.5,1993Q2,CANADA,57,143338,40043,34485,82336,26095,5.16
1993.75,1993Q3,CANADA,57.6,144244,44475,34374,83192,27375,4.522
1994,1994Q4,CANADA,57.8,135494,43154,31943,78151,25804,4.3973
1994.25,1994Q1,CANADA,58.7,137974,38611,31579,79122,26646,3.9612
1994.5,1994Q2,CANADA,59.5,139939,39935,32186,79404,27699,6.1888
1994.75,1994Q3,CANADA,60.3,142997,44386,32272,80188,27816,5.895
1995,1995Q4,CANADA,60.7,144784,44861,32251,81394,28239,5.9058
1995.25,1995Q1,CANADA,61.3,147138,40906,32359,81610,28780,8.0903
1995.5,1995Q2,CANADA,61.3,148010,42600,32297,82600,29454,7.5858
1995.75,1995Q3,CANADA,61.4,148746,46285,32027,83609,28706,6.6468
1996,1996Q4,CANADA,61.6,150121,46691,31972,83799,28181,6.2003
1996.25,1996Q1,CANADA,61.7,150751,43171,31955,85214,28299,5.3281
1996.5,1996Q2,CANADA,62.1,152304,45124,32120,86019,26858,4.8889
1996.75,1996Q3,CANADA,62.6,154383,49067,31679,86697,29398,4.3596
1997,1997Q4,CANADA,63.1,156729,50137,31751,88609,31693,3.2196
1997.25,1997Q1,CANADA,64,159241,45890,32088,90334,32045,3.1621
1997.5,1997Q2,CANADA,64.7,160609,49187,31966,91434,33925,3.3492
1997.75,1997Q3,CANADA,65.5,162958,52268,32246,92744,35424,3.5988
1998,1998Q4,CANADA,66.1,153997,50825,30153,87663,33649,4.1205
1998.25,1998Q1,CANADA,67,155769,45173,30990,87921,34349,4.8345
1998.5,1998Q2,CANADA,67.1,155869,49144,30959,89225,32963,4.9783
1998.75,1998Q3,CANADA,67.7,156479,49645,31269,90091,31491,5.3191
1999,1999Q4,CANADA,68.6,158916,51584,31162,90690,33156,5.1417
1999.25,1999Q1,CANADA,69.8,162540,47485,31820,92218,33033,5.0318
1999.5,1999Q2,CANADA,70.4,165695,51666,32119,93619,34406,4.7159
1999.75,1999Q3,CANADA,71.5,170218,54521,32862,95330,34704,4.8494
2000,2000Q4,CANADA,72.5,173498,56185,33024,96787,36843,5.0634
2000.25,2000Q1,CANADA,73.7,178365,51840,33937,98225,37260,5.3262
2000.5,2000Q2,CANADA,74.6,183241,57181,35593,99595,37872,5.7651
2000.75,2000Q3,CANADA,75.3,186961,58334,35582,101678,38646,5.8742
2001,2001Q4,CANADA,75.5,188813,59001,35773,102627,38228,5.8284
2001.25,2001Q1,CANADA,75.9,191654,52722,36297,103548,37655,5.1373
2001.5,2001Q2,CANADA,76.1,192143,57941,36972,104967,38705,4.4893
2001.75,2001Q3,CANADA,76,189801,56260,37549,105347,37798,3.955
2002,2002Q4,CANADA,76.5,177591,52963,35664,99863,33693,2.4328
2002.25,2002Q1,CANADA,77.6,181038,47469,36006,101728,33829,2.1235
2002.5,2002Q2,CANADA,78.1,185296,52094,36486,103949,37066,2.6009
2002.75,2002Q3,CANADA,78.7,188148,54257,37201,105294,37582,2.9124
2003,2003Q4,CANADA,79.2,218946,64422,43276,122179,44331,2.858
2003.25,2003Q1,CANADA,79.6,223230,59219,43846,123294,45821,2.9976
2003.5,2003Q2,CANADA,79.5,221021,59508,44221,124077,45628,3.2802
2003.75,2003Q3,CANADA,79.8,224696,64376,44843,125791,44895,2.8592
2004,2004Q4,CANADA,80.3,244785,71804,48902,135506,50710,2.7207
2004.25,2004Q1,CANADA,80.9,249272,67765,49388,138095,50997,2.3302
2004.5,2004Q2,CANADA,81.9,255413,69543,49507,139814,52582,2.0793
2004.75,2004Q3,CANADA,82.9,259900,74628,50032,141378,56803,2.2211
2005,2005Q4,CANADA,83.4,284808,82483,54798,154844,64266,2.6169
2005.25,2005Q1,CANADA,83.7,287568,78765,55342,157795,65489,2.5908
2005.5,2005Q2,CANADA,84.3,291585,80871,56111,159992,65859,2.5847
2005.75,2005Q3,CANADA,85.4,299373,84770,56816,161943,67804,2.7637
2006,2006Q4,CANADA,86.2,333963,96031,62960,178477,75225,3.2879
2006.25,2006Q1,CANADA,86.9,335455,91188,63617,181719,78718,3.7741
2006.5,2006Q2,CANADA,87,338799,93341,65309,184043,80956,4.2663
2006.75,2006Q3,CANADA,87.2,342031,97467,66134,186455,81230,4.3479
2007,2007Q4,CANADA,87.5,344265,102386,66824,188165,80123,4.3202
2007.25,2007Q1,CANADA,88.1,351654,96380,67886,191400,82697,4.3425
2007.5,2007Q2,CANADA,89,358321,101475,68854,195094,83445,4.4161
2007.75,2007Q3,CANADA,89.3,359602,102495,69270,197288,87731,4.9156
2008,2008Q4,CANADA,89.4,364661,104137,70088,201149,89022,4.8263
2008.25,2008Q1,CANADA,89.5,372113,101353,71763,203760,89114,3.8831
2008.5,2008Q2,CANADA,89.8,381238,100224,74275,205596,90261,3.2617
2008.75,2008Q3,CANADA,90.6,385116,103218,74806,207437,92998,3.4046
2009,2009Q4,CANADA,89.5,367934,100944,76209,203612,90255,2.8131
2009.25,2009Q1,CANADA,87.5,353916,96657,76915,202307,79569,1.2943
2009.5,2009Q2,CANADA,86.5,351929,94983,78088,203788,75781,0.6982
2009.75,2009Q3,CANADA,86.9,356346,99284,78724,206579,77595,0.4007
2010,2010Q4,CANADA,87.9,402923,113553,88037,230721,88818,0.3821
2010.25,2010Q1,CANADA,89,411008,107193,88384,233426,95435,0.3805
2010.5,2010Q2,CANADA,89.5,413310,111268,88783,235515,96914,0.6051
2010.75,2010Q3,CANADA,90.1,416343,109726,89721,238455,100191,0.95
2011,2011Q4,CANADA,91.1,425387,114111,90903,242223,98681,1.1679
2011.25,2011Q1,CANADA,91.8,434488,112521,92128,244148,104125,1.1841
2011.5,2011Q2,CANADA,92,439963,115981,93183,246930,108091,1.1802
2011.75,2011Q3,CANADA,93.2,446437,118877,94705,248892,106850,1.1573
2012,2012Q4,CANADA,94,453175,121728,95125,251780,109396,1.1557
2012.25,2012Q1,CANADA,94,453780,117977,95112,253751,111608,1.1569
2012.5,2012Q2,CANADA,94.3,454746,120423,95526,254654,114476,1.1625
2012.75,2012Q3,CANADA,94.5,457659,121693,96811,256524,115143,1.16
2013,2013Q4,CANADA,94.7,461016,126905,97321,258677,113154,1.16
2013.25,2013Q1,CANADA,95.5,469211,122062,97959,261965,117010,1.16
2013.5,2013Q2,CANADA,96.1,471648,123329,97620,264726,115965,1.1607
2013.75,2013Q3,CANADA,96.8,478107,127762,98632,267803,119096,1.1684
2014,2014Q4,CANADA,97.9,439346,120121,90579,245474,110668,1.1686
2014.25,2014Q1,CANADA,98,446239,119321,91455,248184,111161,1.17
2014.5,2014Q2,CANADA,98.9,451910,118690,91627,251971,111140,1.174
2014.75,2014Q3,CANADA,99.9,457680,122558,92157,254575,112943,1.17
2015,2015Q4,CANADA,100.6,387297,105644,78103,217598,97982,1.1779
2015.25,2015Q1,CANADA,100,381596,104818,79440,217782,94909,0.9676
2015.5,2015Q2,CANADA,99.7,381715,105588,79498,219692,91655,0.8921
2015.75,2015Q3,CANADA,100.1,384782,109276,80431,222755,89672,0.6675
2016,2016Q4,CANADA,100.2,383015,111346,80294,224890,88498,0.7635
2016.25,2016Q1,CANADA,100.7,384312,111154,81123,225223,88205,0.7985
2016.5,2016Q2,CANADA,100.2,385029,107957,81875,226580,88816,0.8335
2016.75,2016Q3,CANADA,101.3,391427,111429,82251,228385,90228,0.8138
2017,2017Q4,CANADA,101.8,397336,114297,82701,231057,87392,0.8197
2017.25,2017Q1,CANADA,103,405328,115608,83918,234397,93032,0.865
2017.5,2017Q2,CANADA,104.2,409787,115669,85224,237334,95542,0.8232
2017.75,2017Q3,CANADA,104.6,412282,119344,85703,239439,98505,1.2142
2018,2018Q4,CANADA,105,419608,122029,86808,242995,100496,1.3431
2018.25,2018Q1,CANADA,105.6,423512,121605,87886,245025,100107,1.5656
2018.5,2018Q2,CANADA,106,426849,120201,89050,246475,99871,1.6463
2018.75,2018Q3,CANADA,106.7,431556,124679,89981,249279,97473,1.8379
2019,2019Q4,CANADA,106.9,428742,126878,91385,250402,97281,2.1126
2019.25,2019Q1,CANADA,107.2,434993,127274,92222,252715,101195,2
2019.5,2019Q2,CANADA,108.1,443420,125709,93248,254998,100395,1.8567
2019.75,2019Q3,CANADA,108.4,444628,128974,94202,256993,100028,1.8367
2020,2020Q4,CANADA,108.5,,,,,,1.8667
2020.25,2020Q1,CANADA,106.3,,,,,,1.66
2020.5,2020Q2,CANADA,94,,,,,,0.3767
1961.25,1961Q1,FRANCE,23,,,,,,
1961.5,1961Q2,FRANCE,23.4,,,,,,
1961.75,1961Q3,FRANCE,23.8,,,,,,
1962,1962Q4,FRANCE,24.2,,,,,,
1962.25,1962Q1,FRANCE,24.6,,,,,,
1962.5,1962Q2,FRANCE,25,,,,,,
1962.75,1962Q3,FRANCE,25.4,,,,,,
1963,1963Q4,FRANCE,25.7,,,,,,
1963.25,1963Q1,FRANCE,25.2,,,,,,
1963.5,1963Q2,FRANCE,26.4,,,,,,
1963.75,1963Q3,FRANCE,27.2,,,,,,
1964,1964Q4,FRANCE,27.3,,,,,,
1964.25,1964Q1,FRANCE,27.8,,,,,,
1964.5,1964Q2,FRANCE,28.1,,,,,,
1964.75,1964Q3,FRANCE,28.5,,,,,,
1965,1965Q4,FRANCE,28.7,,,,,,
1965.25,1965Q1,FRANCE,28.8,,,,,,
1965.5,1965Q2,FRANCE,29.5,,,,,,
1965.75,1965Q3,FRANCE,29.9,,,,,,
1966,1966Q4,FRANCE,30.3,,,,,,
1966.25,1966Q1,FRANCE,30.6,,,,,,
1966.5,1966Q2,FRANCE,31.1,,,,,,
1966.75,1966Q3,FRANCE,31.4,,,,,,
1967,1967Q4,FRANCE,31.6,,,,,,
1967.25,1967Q1,FRANCE,32.1,,,,,,
1967.5,1967Q2,FRANCE,32.5,,,,,,
1967.75,1967Q3,FRANCE,32.8,,,,,,
1968,1968Q4,FRANCE,33.1,,,,,,
1968.25,1968Q1,FRANCE,34.1,,,,,,
1968.5,1968Q2,FRANCE,31.5,,,,,,
1968.75,1968Q3,FRANCE,35.1,,,,,,
1969,1969Q4,FRANCE,35.4,,,,,,
1969.25,1969Q1,FRANCE,35.5,,,,,,
1969.5,1969Q2,FRANCE,36.4,,,,,,
1969.75,1969Q3,FRANCE,36.7,,,,,,
1970,1970Q4,FRANCE,37,,,,,,
1970.25,1970Q1,FRANCE,37.7,,,,,,9.92
1970.5,1970Q2,FRANCE,38.2,,,,,,9.1867
1970.75,1970Q3,FRANCE,38.7,,,,,,8.6733
1971,1971Q4,FRANCE,39.3,,,,,,7.92
1971.25,1971Q1,FRANCE,39.4,,,,,,6.3767
1971.5,1971Q2,FRANCE,40.1,,,,,,6.49
1971.75,1971Q3,FRANCE,40.8,,,,,,6.37
1972,1972Q4,FRANCE,41.1,,,,,,5.91
1972.25,1972Q1,FRANCE,41.6,,,,,,5.2567
1972.5,1972Q2,FRANCE,41.8,,,,,,5.14
1972.75,1972Q3,FRANCE,42.2,,,,,,4.7867
1973,1973Q4,FRANCE,42.9,,,,,,6.8433
1973.25,1973Q1,FRANCE,43.7,,,,,,7.8033
1973.5,1973Q2,FRANCE,44.2,,,,,,7.84
1973.75,1973Q3,FRANCE,44.6,,,,,,9.5733
1974,1974Q4,FRANCE,45.1,,,,,,11.3
1974.25,1974Q1,FRANCE,45.6,,,,,,12.75
1974.5,1974Q2,FRANCE,45.8,,,,,,12.93
1974.75,1974Q3,FRANCE,46.2,,,,,,14.0067
1975,1975Q4,FRANCE,45.5,,,,,,12.39
1975.25,1975Q1,FRANCE,45.3,,,,,,9.92
1975.5,1975Q2,FRANCE,45.5,,,,,,7.6933
1975.75,1975Q3,FRANCE,45.6,,,,,,7.1667
1976,1976Q4,FRANCE,46.2,,,,,,6.9133
1976.25,1976Q1,FRANCE,46.9,,,,,,7.2267
1976.5,1976Q2,FRANCE,47.5,,,,,,7.8233
1976.75,1976Q3,FRANCE,47.7,,,,,,9.2267
1977,1977Q4,FRANCE,48.3,,,,,,10.4833
1977.25,1977Q1,FRANCE,48.8,,,,,,9.94
1977.5,1977Q2,FRANCE,49,,,,,,9.19
1977.75,1977Q3,FRANCE,49.3,,,,,,8.53
1978,1978Q4,FRANCE,49.4,,,,,,9.2033
1978.25,1978Q1,FRANCE,50.1,,,,,,9.88
1978.5,1978Q2,FRANCE,50.9,,,,,,8.2033
1978.75,1978Q3,FRANCE,50.9,,,,,,7.4933
1979,1979Q4,FRANCE,51.3,,,,,,7.05
1979.25,1979Q1,FRANCE,51.7,,,,,,6.85
1979.5,1979Q2,FRANCE,52.2,,,,,,7.7633
1979.75,1979Q3,FRANCE,52.8,,,,,,10.8233
1980,1980Q4,FRANCE,52.9,,,,,,12.4967
1980.25,1980Q1,FRANCE,53.5,181265,,37318,98872,44200,12.9967
1980.5,1980Q2,FRANCE,53.2,186027,,38792,100805,45570,12.6467
1980.75,1980Q3,FRANCE,53.2,190698,,40457,104270,46727,11.6767
1981,1981Q4,FRANCE,53.2,146084,,31416,81089,35543,11.5167
1981.25,1981Q1,FRANCE,53.4,150918,,32468,83805,36426,11.9667
1981.5,1981Q2,FRANCE,53.7,155841,,33824,87675,37323,15.94
1981.75,1981Q3,FRANCE,54.1,161836,,35336,91179,38519,17.44
1982,1982Q4,FRANCE,54.3,134822,,29592,76319,32115,15.69
1982.25,1982Q1,FRANCE,54.8,140615,,31014,79084,33020,14.9467
1982.5,1982Q2,FRANCE,55.1,145305,,31989,81910,34192,16.0833
1982.75,1982Q3,FRANCE,55.2,148228,,33053,83470,34345,14.39
1983,1983Q4,FRANCE,55.5,126258,,28287,71937,28762,13.0433
1983.25,1983Q1,FRANCE,55.7,130100,,29152,73510,29210,12.71
1983.5,1983Q2,FRANCE,55.8,133670,,29896,75348,29463,12.44
1983.75,1983Q3,FRANCE,55.9,137475,,30659,76657,29959,12.39
1984,1984Q4,FRANCE,56.1,129458,,28982,72534,27922,12.33
1984.25,1984Q1,FRANCE,56.5,132551,,29661,74298,28485,12.4133
1984.5,1984Q2,FRANCE,56.7,134940,,30293,75639,28718,12.3033
1984.75,1984Q3,FRANCE,57,137532,,31026,77178,29086,11.4133
1985,1985Q4,FRANCE,57.1,129110,,29266,72391,27441,10.68
1985.25,1985Q1,FRANCE,57.2,131389,,29768,74636,27679,10.6067
1985.5,1985Q2,FRANCE,57.6,134353,,30312,75886,28406,10.2867
1985.75,1985Q3,FRANCE,58,136921,,30796,77187,29089,9.8033
1986,1986Q4,FRANCE,58.1,176790,,40012,100236,37622,9.0767
1986.25,1986Q1,FRANCE,58.4,180317,,40575,101197,38100,8.6933
1986.5,1986Q2,FRANCE,59,184157,,41133,103369,39085,7.3633
1986.75,1986Q3,FRANCE,59.3,187358,,41544,104667,39675,7.1067
1987,1987Q4,FRANCE,59.4,230738,,51290,129287,49282,7.6747
1987.25,1987Q1,FRANCE,59.6,231784,,51576,131409,49820,8.3405
1987.5,1987Q2,FRANCE,60.2,235566,,52240,133903,51308,8.184
1987.75,1987Q3,FRANCE,60.7,239447,,52960,135289,52710,7.9782
1988,1988Q4,FRANCE,61.7,244383,,53896,138449,54019,8.573
1988.25,1988Q1,FRANCE,62.5,249377,,54708,139149,55748,8.0147
1988.5,1988Q2,FRANCE,62.9,253479,,55419,141007,57333,7.8183
1988.75,1988Q3,FRANCE,63.7,259426,,56168,144136,58872,7.7273
1989,1989Q4,FRANCE,64.3,238227,,50892,132067,54387,8.2084
1989.25,1989Q1,FRANCE,65.2,243199,,51622,134776,56163,9.0257
1989.5,1989Q2,FRANCE,65.7,246470,,52266,136555,57263,8.8893
1989.75,1989Q3,FRANCE,66.5,251445,,53070,139245,58069,9.2082
1990,1990Q4,FRANCE,67.3,320473,,67409,176383,74563,10.4721
1990.25,1990Q1,FRANCE,67.8,325205,,68450,179030,75789,11.0169
1990.5,1990Q2,FRANCE,68,329120,,69115,180538,76626,9.9682
1990.75,1990Q3,FRANCE,68.3,330566,,70224,182435,77510,10.1961
1991,1991Q4,FRANCE,68.5,295884,,63148,164390,69431,10.1044
1991.25,1991Q1,FRANCE,68.5,298271,,64213,164966,69464,9.8314
1991.5,1991Q2,FRANCE,68.7,302132,,65370,166059,70344,9.4292
1991.75,1991Q3,FRANCE,68.9,304854,,66078,167253,70846,9.5408
1992,1992Q4,FRANCE,69.2,346523,,75510,190769,79375,9.6587
1992.25,1992Q1,FRANCE,69.9,352101,,76630,192153,79613,10.0496
1992.5,1992Q2,FRANCE,69.9,352660,,77794,193484,78453,10.0403
1992.75,1992Q3,FRANCE,69.9,354116,,79324,195528,77679,10.5509
1993,1993Q4,FRANCE,69.7,314608,,71788,175347,67811,10.7377
1993.25,1993Q1,FRANCE,69.3,315288,,73016,173956,67140,11.8178
1993.5,1993Q2,FRANCE,69.4,316631,,74251,175482,65713,8.0186
1993.75,1993Q3,FRANCE,69.5,317794,,74642,176203,64994,7.7714
1994,1994Q4,FRANCE,69.6,359024,,84513,199489,72769,6.7397
1994.25,1994Q1,FRANCE,70.1,362091,,84706,200046,73848,6.2882
1994.5,1994Q2,FRANCE,70.9,367086,,85078,202406,74988,5.7402
1994.75,1994Q3,FRANCE,71.3,370053,,85723,203698,75881,5.6223
1995,1995Q4,FRANCE,71.9,374646,,86393,204525,76451,5.7359
1995.25,1995Q1,FRANCE,72.3,377113,,86963,205764,76448,6.6008
1995.5,1995Q2,FRANCE,72.6,380111,,87824,209464,76398,7.4825
1995.75,1995Q3,FRANCE,72.7,382095,,88674,208715,76435,6.1222
1996,1996Q4,FRANCE,72.9,384090,,89610,210018,76603,6.1072
1996.25,1996Q1,FRANCE,73.3,388661,,90596,214678,77510,4.46
1996.5,1996Q2,FRANCE,73.5,390268,,91510,215035,77441,3.9566
1996.75,1996Q3,FRANCE,73.9,392793,,92184,217409,77880,3.8498
1997,1997Q4,FRANCE,74,349983,,82764,191773,69316,3.476
1997.25,1997Q1,FRANCE,74.2,352167,,83306,192279,68611,3.3494
1997.5,1997Q2,FRANCE,75.1,357339,,83856,192834,69857,3.4366
1997.75,1997Q3,FRANCE,75.6,360867,,84354,194950,70336,3.4093
